,Type,Location,Price,Bedroom,Bathrooms,Toilet
661,3 bedroom flat / apartment for sale,"Off Club Road, Old Ikoyi, Ikoyi, Lagos",310000000,3,4,4
662,3 bedroom flat / apartment for sale,"Off Club Road, Old Ikoyi, Ikoyi, Lagos",310000000,3,4,4
663,3 bedroom flat / apartment for sale,"Off Club Road, Old Ikoyi, Ikoyi, Lagos",310000000,3,4,4
664,1 bedroom mini flat (room and parlour) for rent,"Mojisola Onikoyi Estate Off Banana Island Road, Ikoyi, Lagos",5500000,1,1,1
665,1 bedroom mini flat (room and parlour) for rent,"Mojisola Onikoyi Estate Off Banana Island Road, Ikoyi, Lagos",5500000,1,1,1
666,1 bedroom mini flat (room and parlour) for rent,"Mojisola Onikoyi Estate Off Banana Island Road, Ikoyi, Lagos",5500000,1,1,1
667,3 bedroom flat / apartment for sale,"Foreshore Estate Phase One, Osborne, Ikoyi, Lagos",320000000,3,3,4
668,3 bedroom flat / apartment for sale,"Foreshore Estate Phase One, Osborne, Ikoyi, Lagos",320000000,3,3,4
669,3 bedroom flat / apartment for sale,"Foreshore Estate Phase One, Osborne, Ikoyi, Lagos",320000000,3,3,4
670,2 bedroom flat / apartment short let,"Banana Island, Ikoyi, Lagos",110000,2,2,3
671,2 bedroom flat / apartment short let,"Banana Island, Ikoyi, Lagos",110000,2,2,3
672,2 bedroom flat / apartment short let,"Banana Island, Ikoyi, Lagos",110000,2,2,3
673,4 bedroom flat / apartment for sale,"Ikoyi, Lagos",600000,4,4,5
674,3 bedroom flat / apartment for sale,"Foreshore Estate Phase One, Osborne, Ikoyi, Lagos",320000000,3,3,4
675,3 bedroom flat / apartment for sale,"Foreshore Estate Phase One, Osborne, Ikoyi, Lagos",320000000,3,3,4
676,4 bedroom flat / apartment for sale,"Ikoyi, Lagos",600000,4,4,5
677,4 bedroom flat / apartment for sale,"Ikoyi, Lagos",600000,4,4,5
678,4 bedroom flat / apartment for sale,"Ikoyi, Lagos",600000,4,4,5
679,2 bedroom flat / apartment for rent,"Parkview, Ikoyi, Lagos",9500000,2,2,3
680,2 bedroom flat / apartment for rent,"Parkview, Ikoyi, Lagos",9500000,2,2,3
681,2 bedroom flat / apartment for rent,"Parkview, Ikoyi, Lagos",9500000,2,2,3
682,2 bedroom flat / apartment short let,"Banana Island, Ikoyi, Lagos",110000,2,2,3
683,2 bedroom flat / apartment short let,"Banana Island, Ikoyi, Lagos",110000,2,2,3
684,2 bedroom flat / apartment short let,"Banana Island, Ikoyi, Lagos",110000,2,2,3
685,3 bedroom flat / apartment for sale,"Off Club Road, Old Ikoyi, Ikoyi, Lagos",310000000,3,4,4
